date,series_id,value,realtime_start,realtime_end
1990-01-02,WILL5000IND,8.97,2023-03-19,2023-03-19
1990-01-03,WILL5000IND,8.97,2023-03-19,2023-03-19
1990-01-04,WILL5000IND,8.91,2023-03-19,2023-03-19
1990-01-05,WILL5000IND,8.83,2023-03-19,2023-03-19
1990-01-08,WILL5000IND,8.86,2023-03-19,2023-03-19
1990-01-09,WILL5000IND,8.78,2023-03-19,2023-03-19
1990-01-10,WILL5000IND,8.71,2023-03-19,2023-03-19
1990-01-11,WILL5000IND,8.73,2023-03-19,2023-03-19
1990-01-12,WILL5000IND,8.54,2023-03-19,2023-03-19
1990-01-15,WILL5000IND,8.46,2023-03-19,2023-03-19
1990-01-16,WILL5000IND,8.53,2023-03-19,2023-03-19
1990-01-17,WILL5000IND,8.47,2023-03-19,2023-03-19
1990-01-18,WILL5000IND,8.48,2023-03-19,2023-03-19
1990-01-19,WILL5000IND,8.5,2023-03-19,2023-03-19
1990-01-22,WILL5000IND,8.31,2023-03-19,2023-03-19
1990-01-23,WILL5000IND,8.31,2023-03-19,2023-03-19
1990-01-24,WILL5000IND,8.27,2023-03-19,2023-03-19
1990-01-25,WILL5000IND,8.18,2023-03-19,2023-03-19
1990-01-26,WILL5000IND,8.15,2023-03-19,2023-03-19
1990-01-29,WILL5000IND,8.13,2023-03-19,2023-03-19
1990-01-30,WILL5000IND,8.06,2023-03-19,2023-03-19
1990-01-31,WILL5000IND,8.19,2023-03-19,2023-03-19
1990-02-01,WILL5000IND,8.2,2023-03-19,2023-03-19
1990-02-02,WILL5000IND,8.26,2023-03-19,2023-03-19
1990-02-05,WILL5000IND,8.3,2023-03-19,2023-03-19
1990-02-06,WILL5000IND,8.26,2023-03-19,2023-03-19
1990-02-07,WILL5000IND,8.35,2023-03-19,2023-03-19
1990-02-08,WILL5000IND,8.34,2023-03-19,2023-03-19
1990-02-09,WILL5000IND,8.36,2023-03-19,2023-03-19
1990-02-12,WILL5000IND,8.29,2023-03-19,2023-03-19
1990-02-13,WILL5000IND,8.3,2023-03-19,2023-03-19
1990-02-14,WILL5000IND,8.32,2023-03-19,2023-03-19
1990-02-15,WILL5000IND,8.39,2023-03-19,2023-03-19
1990-02-16,WILL5000IND,8.35,2023-03-19,2023-03-19
1990-02-20,WILL5000IND,8.24,2023-03-19,2023-03-19
1990-02-21,WILL5000IND,8.23,2023-03-19,2023-03-19
1990-02-22,WILL5000IND,8.2,2023-03-19,2023-03-19
1990-02-23,WILL5000IND,8.15,2023-03-19,2023-03-19
1990-02-26,WILL5000IND,8.23,2023-03-19,2023-03-19
1990-02-27,WILL5000IND,8.28,2023-03-19,2023-03-19
1990-02-28,WILL5000IND,8.32,2023-03-19,2023-03-19
1990-03-01,WILL5000IND,8.35,2023-03-19,2023-03-19
1990-03-02,WILL5000IND,8.42,2023-03-19,2023-03-19
1990-03-05,WILL5000IND,8.39,2023-03-19,2023-03-19
1990-03-06,WILL5000IND,8.48,2023-03-19,2023-03-19
1990-03-07,WILL5000IND,8.46,2023-03-19,2023-03-19
1990-03-08,WILL5000IND,8.54,2023-03-19,2023-03-19
1990-03-09,WILL5000IND,8.5,2023-03-19,2023-03-19
1990-03-12,WILL5000IND,8.51,2023-03-19,2023-03-19
1990-03-13,WILL5000IND,8.46,2023-03-19,2023-03-19
1990-03-14,WILL5000IND,8.48,2023-03-19,2023-03-19
1990-03-15,WILL5000IND,8.5,2023-03-19,2023-03-19
1990-03-16,WILL5000IND,8.58,2023-03-19,2023-03-19
1990-03-19,WILL5000IND,8.62,2023-03-19,2023-03-19
1990-03-20,WILL5000IND,8.57,2023-03-19,2023-03-19
1990-03-21,WILL5000IND,8.54,2023-03-19,2023-03-19
1990-03-22,WILL5000IND,8.44,2023-03-19,2023-03-19
1990-03-23,WILL5000IND,8.47,2023-03-19,2023-03-19
1990-03-26,WILL5000IND,8.49,2023-03-19,2023-03-19
1990-03-27,WILL5000IND,8.56,2023-03-19,2023-03-19
1990-03-28,WILL5000IND,8.57,2023-03-19,2023-03-19
1990-03-29,WILL5000IND,8.54,2023-03-19,2023-03-19
1990-03-30,WILL5000IND,8.53,2023-03-19,2023-03-19
1990-04-02,WILL5000IND,8.49,2023-03-19,2023-03-19
1990-04-03,WILL5000IND,8.6,2023-03-19,2023-03-19
1990-04-04,WILL5000IND,8.55,2023-03-19,2023-03-19
1990-04-05,WILL5000IND,8.54,2023-03-19,2023-03-19
1990-04-06,WILL5000IND,8.52,2023-03-19,2023-03-19
1990-04-09,WILL5000IND,8.54,2023-03-19,2023-03-19
1990-04-10,WILL5000IND,8.56,2023-03-19,2023-03-19
1990-04-11,WILL5000IND,8.56,2023-03-19,2023-03-19
1990-04-12,WILL5000IND,8.62,2023-03-19,2023-03-19
1990-04-16,WILL5000IND,8.62,2023-03-19,2023-03-19
1990-04-17,WILL5000IND,8.62,2023-03-19,2023-03-19
1990-04-18,WILL5000IND,8.53,2023-03-19,2023-03-19
1990-04-19,WILL5000IND,8.46,2023-03-19,2023-03-19
1990-04-20,WILL5000IND,8.39,2023-03-19,2023-03-19
1990-04-23,WILL5000IND,8.3,2023-03-19,2023-03-19
1990-04-24,WILL5000IND,8.28,2023-03-19,2023-03-19
1990-04-25,WILL5000IND,8.32,2023-03-19,2023-03-19
1990-04-26,WILL5000IND,8.33,2023-03-19,2023-03-19
1990-04-27,WILL5000IND,8.25,2023-03-19,2023-03-19
1990-04-30,WILL5000IND,8.28,2023-03-19,2023-03-19
1990-05-01,WILL5000IND,8.32,2023-03-19,2023-03-19
1990-05-02,WILL5000IND,8.37,2023-03-19,2023-03-19
1990-05-03,WILL5000IND,8.4,2023-03-19,2023-03-19
1990-05-04,WILL5000IND,8.46,2023-03-19,2023-03-19
1990-05-07,WILL5000IND,8.52,2023-03-19,2023-03-19
1990-05-08,WILL5000IND,8.55,2023-03-19,2023-03-19
1990-05-09,WILL5000IND,8.56,2023-03-19,2023-03-19
1990-05-10,WILL5000IND,8.6,2023-03-19,2023-03-19
1990-05-11,WILL5000IND,8.77,2023-03-19,2023-03-19
1990-05-14,WILL5000IND,8.84,2023-03-19,2023-03-19
1990-05-15,WILL5000IND,8.84,2023-03-19,2023-03-19
1990-05-16,WILL5000IND,8.83,2023-03-19,2023-03-19
1990-05-17,WILL5000IND,8.85,2023-03-19,2023-03-19
1990-05-18,WILL5000IND,8.86,2023-03-19,2023-03-19
1990-05-21,WILL5000IND,8.95,2023-03-19,2023-03-19
1990-05-22,WILL5000IND,8.96,2023-03-19,2023-03-19
1990-05-23,WILL5000IND,8.98,2023-03-19,2023-03-19
1990-05-24,WILL5000IND,8.98,2023-03-19,2023-03-19
1990-05-25,WILL5000IND,8.9,2023-03-19,2023-03-19
1990-05-29,WILL5000IND,9.02,2023-03-19,2023-03-19
1990-05-30,WILL5000IND,9.03,2023-03-19,2023-03-19
1990-05-31,WILL5000IND,9.04,2023-03-19,2023-03-19
1990-06-01,WILL5000IND,9.09,2023-03-19,2023-03-19
1990-06-04,WILL5000IND,9.19,2023-03-19,2023-03-19
1990-06-05,WILL5000IND,9.18,2023-03-19,2023-03-19
1990-06-06,WILL5000IND,9.15,2023-03-19,2023-03-19
1990-06-07,WILL5000IND,9.11,2023-03-19,2023-03-19
1990-06-08,WILL5000IND,9.01,2023-03-19,2023-03-19
1990-06-11,WILL5000IND,9.08,2023-03-19,2023-03-19
1990-06-12,WILL5000IND,9.18,2023-03-19,2023-03-19
1990-06-13,WILL5000IND,9.16,2023-03-19,2023-03-19
1990-06-14,WILL5000IND,9.11,2023-03-19,2023-03-19
1990-06-15,WILL5000IND,9.11,2023-03-19,2023-03-19
1990-06-18,WILL5000IND,8.97,2023-03-19,2023-03-19
1990-06-19,WILL5000IND,9,2023-03-19,2023-03-19
1990-06-20,WILL5000IND,9.01,2023-03-19,2023-03-19
1990-06-21,WILL5000IND,9.03,2023-03-19,2023-03-19
1990-06-22,WILL5000IND,8.94,2023-03-19,2023-03-19
1990-06-25,WILL5000IND,8.87,2023-03-19,2023-03-19
1990-06-26,WILL5000IND,8.86,2023-03-19,2023-03-19
1990-06-27,WILL5000IND,8.92,2023-03-19,2023-03-19
1990-06-28,WILL5000IND,8.98,2023-03-19,2023-03-19
1990-06-29,WILL5000IND,9,2023-03-19,2023-03-19
1990-07-02,WILL5000IND,9.03,2023-03-19,2023-03-19
1990-07-03,WILL5000IND,9.04,2023-03-19,2023-03-19
1990-07-05,WILL5000IND,8.95,2023-03-19,2023-03-19
1990-07-06,WILL5000IND,9.01,2023-03-19,2023-03-19
1990-07-09,WILL5000IND,9.03,2023-03-19,2023-03-19
1990-07-10,WILL5000IND,8.98,2023-03-19,2023-03-19
1990-07-11,WILL5000IND,9.07,2023-03-19,2023-03-19
1990-07-12,WILL5000IND,9.17,2023-03-19,2023-03-19
1990-07-13,WILL5000IND,9.21,2023-03-19,2023-03-19
1990-07-16,WILL5000IND,9.25,2023-03-19,2023-03-19
1990-07-17,WILL5000IND,9.21,2023-03-19,2023-03-19
1990-07-18,WILL5000IND,9.13,2023-03-19,2023-03-19
1990-07-19,WILL5000IND,9.15,2023-03-19,2023-03-19
1990-07-20,WILL5000IND,9.07,2023-03-19,2023-03-19
1990-07-23,WILL5000IND,8.91,2023-03-19,2023-03-19
1990-07-24,WILL5000IND,8.91,2023-03-19,2023-03-19
1990-07-25,WILL5000IND,8.94,2023-03-19,2023-03-19
1990-07-26,WILL5000IND,8.93,2023-03-19,2023-03-19
1990-07-27,WILL5000IND,8.87,2023-03-19,2023-03-19
1990-07-30,WILL5000IND,8.89,2023-03-19,2023-03-19
1990-07-31,WILL5000IND,8.91,2023-03-19,2023-03-19
1990-08-01,WILL5000IND,8.89,2023-03-19,2023-03-19
1990-08-02,WILL5000IND,8.79,2023-03-19,2023-03-19
1990-08-03,WILL5000IND,8.63,2023-03-19,2023-03-19
1990-08-06,WILL5000IND,8.35,2023-03-19,2023-03-19
1990-08-07,WILL5000IND,8.37,2023-03-19,2023-03-19
1990-08-08,WILL5000IND,8.46,2023-03-19,2023-03-19
1990-08-09,WILL5000IND,8.52,2023-03-19,2023-03-19
1990-08-10,WILL5000IND,8.42,2023-03-19,2023-03-19
1990-08-13,WILL5000IND,8.48,2023-03-19,2023-03-19
1990-08-14,WILL5000IND,8.5,2023-03-19,2023-03-19
1990-08-15,WILL5000IND,8.52,2023-03-19,2023-03-19
1990-08-16,WILL5000IND,8.35,2023-03-19,2023-03-19
1990-08-17,WILL5000IND,8.22,2023-03-19,2023-03-19
1990-08-20,WILL5000IND,8.22,2023-03-19,2023-03-19
1990-08-21,WILL5000IND,8.06,2023-03-19,2023-03-19
1990-08-22,WILL5000IND,7.94,2023-03-19,2023-03-19
1990-08-23,WILL5000IND,7.68,2023-03-19,2023-03-19
1990-08-24,WILL5000IND,7.79,2023-03-19,2023-03-19
1990-08-27,WILL5000IND,8.03,2023-03-19,2023-03-19
1990-08-28,WILL5000IND,8.04,2023-03-19,2023-03-19
1990-08-29,WILL5000IND,8.1,2023-03-19,2023-03-19
1990-08-30,WILL5000IND,7.99,2023-03-19,2023-03-19
1990-08-31,WILL5000IND,8.07,2023-03-19,2023-03-19
1990-09-04,WILL5000IND,8.08,2023-03-19,2023-03-19
1990-09-05,WILL5000IND,8.11,2023-03-19,2023-03-19
1990-09-06,WILL5000IND,8.03,2023-03-19,2023-03-19
1990-09-07,WILL5000IND,8.09,2023-03-19,2023-03-19
1990-09-10,WILL5000IND,8.07,2023-03-19,2023-03-19
1990-09-11,WILL5000IND,8.05,2023-03-19,2023-03-19
1990-09-12,WILL5000IND,8.08,2023-03-19,2023-03-19
1990-09-13,WILL5000IND,7.99,2023-03-19,2023-03-19
1990-09-14,WILL5000IND,7.95,2023-03-19,2023-03-19
1990-09-17,WILL5000IND,7.97,2023-03-19,2023-03-19
1990-09-18,WILL5000IND,7.98,2023-03-19,2023-03-19
1990-09-19,WILL5000IND,7.93,2023-03-19,2023-03-19
1990-09-20,WILL5000IND,7.81,2023-03-19,2023-03-19
1990-09-21,WILL5000IND,7.8,2023-03-19,2023-03-19
1990-09-24,WILL5000IND,7.63,2023-03-19,2023-03-19
1990-09-25,WILL5000IND,7.71,2023-03-19,2023-03-19
1990-09-26,WILL5000IND,7.63,2023-03-19,2023-03-19
1990-09-27,WILL5000IND,7.52,2023-03-19,2023-03-19
1990-09-28,WILL5000IND,7.63,2023-03-19,2023-03-19
1990-10-01,WILL5000IND,7.83,2023-03-19,2023-03-19
1990-10-02,WILL5000IND,7.86,2023-03-19,2023-03-19
1990-10-03,WILL5000IND,7.77,2023-03-19,2023-03-19
1990-10-04,WILL5000IND,7.78,2023-03-19,2023-03-19
1990-10-05,WILL5000IND,7.75,2023-03-19,2023-03-19
1990-10-08,WILL5000IND,7.79,2023-03-19,2023-03-19
1990-10-09,WILL5000IND,7.6,2023-03-19,2023-03-19
1990-10-10,WILL5000IND,7.48,2023-03-19,2023-03-19
1990-10-11,WILL5000IND,7.35,2023-03-19,2023-03-19
1990-10-12,WILL5000IND,7.44,2023-03-19,2023-03-19
1990-10-15,WILL5000IND,7.51,2023-03-19,2023-03-19
1990-10-16,WILL5000IND,7.4,2023-03-19,2023-03-19
1990-10-17,WILL5000IND,7.4,2023-03-19,2023-03-19
1990-10-18,WILL5000IND,7.57,2023-03-19,2023-03-19
1990-10-19,WILL5000IND,7.7,2023-03-19,2023-03-19
1990-10-22,WILL5000IND,7.77,2023-03-19,2023-03-19
1990-10-23,WILL5000IND,7.73,2023-03-19,2023-03-19
1990-10-24,WILL5000IND,7.73,2023-03-19,2023-03-19
1990-10-25,WILL5000IND,7.68,2023-03-19,2023-03-19
1990-10-26,WILL5000IND,7.56,2023-03-19,2023-03-19
1990-10-29,WILL5000IND,7.49,2023-03-19,2023-03-19
1990-10-30,WILL5000IND,7.52,2023-03-19,2023-03-19
1990-10-31,WILL5000IND,7.53,2023-03-19,2023-03-19
1990-11-01,WILL5000IND,7.59,2023-03-19,2023-03-19
1990-11-02,WILL5000IND,7.71,2023-03-19,2023-03-19
1990-11-05,WILL5000IND,7.78,2023-03-19,2023-03-19
1990-11-06,WILL5000IND,7.73,2023-03-19,2023-03-19
1990-11-07,WILL5000IND,7.61,2023-03-19,2023-03-19
1990-11-08,WILL5000IND,7.64,2023-03-19,2023-03-19
1990-11-09,WILL5000IND,7.78,2023-03-19,2023-03-19
1990-11-12,WILL5000IND,7.93,2023-03-19,2023-03-19
1990-11-13,WILL5000IND,7.91,2023-03-19,2023-03-19
1990-11-14,WILL5000IND,7.97,2023-03-19,2023-03-19
1990-11-15,WILL5000IND,7.9,2023-03-19,2023-03-19
1990-11-16,WILL5000IND,7.9,2023-03-19,2023-03-19
1990-11-19,WILL5000IND,7.94,2023-03-19,2023-03-19
1990-11-20,WILL5000IND,7.86,2023-03-19,2023-03-19
1990-11-21,WILL5000IND,7.87,2023-03-19,2023-03-19
1990-11-23,WILL5000IND,7.85,2023-03-19,2023-03-19
1990-11-26,WILL5000IND,7.88,2023-03-19,2023-03-19
1990-11-27,WILL5000IND,7.93,2023-03-19,2023-03-19
1990-11-28,WILL5000IND,7.94,2023-03-19,2023-03-19
1990-11-29,WILL5000IND,7.91,2023-03-19,2023-03-19
1990-11-30,WILL5000IND,8.04,2023-03-19,2023-03-19
1990-12-03,WILL5000IND,8.1,2023-03-19,2023-03-19
1990-12-04,WILL5000IND,8.16,2023-03-19,2023-03-19
1990-12-05,WILL5000IND,8.25,2023-03-19,2023-03-19
1990-12-06,WILL5000IND,8.24,2023-03-19,2023-03-19
1990-12-07,WILL5000IND,8.21,2023-03-19,2023-03-19
1990-12-10,WILL5000IND,8.23,2023-03-19,2023-03-19
1990-12-11,WILL5000IND,8.19,2023-03-19,2023-03-19
1990-12-12,WILL5000IND,8.26,2023-03-19,2023-03-19
1990-12-13,WILL5000IND,8.26,2023-03-19,2023-03-19
1990-12-14,WILL5000IND,8.19,2023-03-19,2023-03-19
1990-12-17,WILL5000IND,8.16,2023-03-19,2023-03-19
1990-12-18,WILL5000IND,8.26,2023-03-19,2023-03-19
1990-12-19,WILL5000IND,8.27,2023-03-19,2023-03-19
1990-12-20,WILL5000IND,8.28,2023-03-19,2023-03-19
1990-12-21,WILL5000IND,8.3,2023-03-19,2023-03-19
1990-12-24,WILL5000IND,8.27,2023-03-19,2023-03-19
1990-12-26,WILL5000IND,8.29,2023-03-19,2023-03-19
1990-12-27,WILL5000IND,8.24,2023-03-19,2023-03-19
1990-12-28,WILL5000IND,8.25,2023-03-19,2023-03-19
1990-12-31,WILL5000IND,8.29,2023-03-19,2023-03-19
1991-01-02,WILL5000IND,8.21,2023-03-19,2023-03-19
1991-01-03,WILL5000IND,8.11,2023-03-19,2023-03-19
1991-01-04,WILL5000IND,8.09,2023-03-19,2023-03-19
1991-01-07,WILL5000IND,7.96,2023-03-19,2023-03-19
1991-01-08,WILL5000IND,7.93,2023-03-19,2023-03-19
1991-01-09,WILL5000IND,7.86,2023-03-19,2023-03-19
1991-01-10,WILL5000IND,7.94,2023-03-19,2023-03-19
1991-01-11,WILL5000IND,7.94,2023-03-19,2023-03-19
1991-01-14,WILL5000IND,7.87,2023-03-19,2023-03-19
1991-01-15,WILL5000IND,7.89,2023-03-19,2023-03-19
1991-01-16,WILL5000IND,7.97,2023-03-19,2023-03-19
1991-01-17,WILL5000IND,8.24,2023-03-19,2023-03-19
1991-01-18,WILL5000IND,8.32,2023-03-19,2023-03-19
1991-01-21,WILL5000IND,8.31,2023-03-19,2023-03-19
1991-01-22,WILL5000IND,8.26,2023-03-19,2023-03-19
1991-01-23,WILL5000IND,8.31,2023-03-19,2023-03-19
1991-01-24,WILL5000IND,8.43,2023-03-19,2023-03-19
1991-01-25,WILL5000IND,8.47,2023-03-19,2023-03-19
1991-01-28,WILL5000IND,8.48,2023-03-19,2023-03-19
1991-01-29,WILL5000IND,8.49,2023-03-19,2023-03-19
1991-01-30,WILL5000IND,8.62,2023-03-19,2023-03-19
1991-01-31,WILL5000IND,8.7,2023-03-19,2023-03-19
1991-02-01,WILL5000IND,8.7,2023-03-19,2023-03-19
1991-02-04,WILL5000IND,8.84,2023-03-19,2023-03-19
1991-02-05,WILL5000IND,8.94,2023-03-19,2023-03-19
1991-02-06,WILL5000IND,9.1,2023-03-19,2023-03-19
1991-02-07,WILL5000IND,9.07,2023-03-19,2023-03-19
1991-02-08,WILL5000IND,9.13,2023-03-19,2023-03-19
1991-02-11,WILL5000IND,9.34,2023-03-19,2023-03-19
1991-02-12,WILL5000IND,9.29,2023-03-19,2023-03-19
1991-02-13,WILL5000IND,9.37,2023-03-19,2023-03-19
1991-02-14,WILL5000IND,9.27,2023-03-19,2023-03-19
1991-02-15,WILL5000IND,9.38,2023-03-19,2023-03-19
1991-02-19,WILL5000IND,9.39,2023-03-19,2023-03-19
1991-02-20,WILL5000IND,9.29,2023-03-19,2023-03-19
1991-02-21,WILL5000IND,9.29,2023-03-19,2023-03-19
1991-02-22,WILL5000IND,9.31,2023-03-19,2023-03-19
1991-02-25,WILL5000IND,9.36,2023-03-19,2023-03-19
1991-02-26,WILL5000IND,9.26,2023-03-19,2023-03-19
1991-02-27,WILL5000IND,9.37,2023-03-19,2023-03-19
1991-02-28,WILL5000IND,9.37,2023-03-19,2023-03-19
1991-03-01,WILL5000IND,9.45,2023-03-19,2023-03-19
1991-03-04,WILL5000IND,9.46,2023-03-19,2023-03-19
1991-03-05,WILL5000IND,9.64,2023-03-19,2023-03-19
1991-03-06,WILL5000IND,9.63,2023-03-19,2023-03-19
1991-03-07,WILL5000IND,9.64,2023-03-19,2023-03-19
1991-03-08,WILL5000IND,9.62,2023-03-19,2023-03-19
1991-03-11,WILL5000IND,9.56,2023-03-19,2023-03-19
1991-03-12,WILL5000IND,9.48,2023-03-19,2023-03-19
1991-03-13,WILL5000IND,9.58,2023-03-19,2023-03-19
1991-03-14,WILL5000IND,9.57,2023-03-19,2023-03-19
1991-03-15,WILL5000IND,9.55,2023-03-19,2023-03-19
1991-03-18,WILL5000IND,9.53,2023-03-19,2023-03-19
1991-03-19,WILL5000IND,9.41,2023-03-19,2023-03-19
1991-03-20,WILL5000IND,9.44,2023-03-19,2023-03-19
1991-03-21,WILL5000IND,9.42,2023-03-19,2023-03-19
1991-03-22,WILL5000IND,9.44,2023-03-19,2023-03-19
1991-03-25,WILL5000IND,9.5,2023-03-19,2023-03-19
1991-03-26,WILL5000IND,9.66,2023-03-19,2023-03-19
1991-03-27,WILL5000IND,9.66,2023-03-19,2023-03-19
1991-03-28,WILL5000IND,9.66,2023-03-19,2023-03-19
1991-04-01,WILL5000IND,9.58,2023-03-19,2023-03-19
1991-04-02,WILL5000IND,9.77,2023-03-19,2023-03-19
1991-04-03,WILL5000IND,9.78,2023-03-19,2023-03-19
1991-04-04,WILL5000IND,9.81,2023-03-19,2023-03-19
1991-04-05,WILL5000IND,9.72,2023-03-19,2023-03-19
1991-04-08,WILL5000IND,9.78,2023-03-19,2023-03-19
1991-04-09,WILL5000IND,9.68,2023-03-19,2023-03-19
1991-04-10,WILL5000IND,9.66,2023-03-19,2023-03-19
1991-04-11,WILL5000IND,9.77,2023-03-19,2023-03-19
1991-04-12,WILL5000IND,9.83,2023-03-19,2023-03-19
1991-04-15,WILL5000IND,9.85,2023-03-19,2023-03-19
1991-04-16,WILL5000IND,10,2023-03-19,2023-03-19
1991-04-17,WILL5000IND,10.07,2023-03-19,2023-03-19
1991-04-18,WILL5000IND,10.03,2023-03-19,2023-03-19
1991-04-19,WILL5000IND,9.92,2023-03-19,2023-03-19
1991-04-22,WILL5000IND,9.83,2023-03-19,2023-03-19
1991-04-23,WILL5000IND,9.85,2023-03-19,2023-03-19
1991-04-24,WILL5000IND,9.88,2023-03-19,2023-03-19
1991-04-25,WILL5000IND,9.8,2023-03-19,2023-03-19
1991-04-26,WILL5000IND,9.79,2023-03-19,2023-03-19
1991-04-29,WILL5000IND,9.66,2023-03-19,2023-03-19
1991-04-30,WILL5000IND,9.69,2023-03-19,2023-03-19
1991-05-01,WILL5000IND,9.8,2023-03-19,2023-03-19
1991-05-02,WILL5000IND,9.82,2023-03-19,2023-03-19
1991-05-03,WILL5000IND,9.83,2023-03-19,2023-03-19
1991-05-06,WILL5000IND,9.81,2023-03-19,2023-03-19
1991-05-07,WILL5000IND,9.76,2023-03-19,2023-03-19
1991-05-08,WILL5000IND,9.78,2023-03-19,2023-03-19
1991-05-09,WILL5000IND,9.9,2023-03-19,2023-03-19
1991-05-10,WILL5000IND,9.74,2023-03-19,2023-03-19
1991-05-13,WILL5000IND,9.76,2023-03-19,2023-03-19
1991-05-14,WILL5000IND,9.64,2023-03-19,2023-03-19
1991-05-15,WILL5000IND,9.54,2023-03-19,2023-03-19
1991-05-16,WILL5000IND,9.63,2023-03-19,2023-03-19
1991-05-17,WILL5000IND,9.63,2023-03-19,2023-03-19
1991-05-20,WILL5000IND,9.63,2023-03-19,2023-03-19
1991-05-21,WILL5000IND,9.7,2023-03-19,2023-03-19
1991-05-22,WILL5000IND,9.73,2023-03-19,2023-03-19
1991-05-23,WILL5000IND,9.71,2023-03-19,2023-03-19
1991-05-24,WILL5000IND,9.78,2023-03-19,2023-03-19
1991-05-28,WILL5000IND,9.88,2023-03-19,2023-03-19
1991-05-29,WILL5000IND,9.91,2023-03-19,2023-03-19
1991-05-30,WILL5000IND,10.01,2023-03-19,2023-03-19
1991-05-31,WILL5000IND,10.08,2023-03-19,2023-03-19
1991-06-03,WILL5000IND,10.06,2023-03-19,2023-03-19
1991-06-04,WILL5000IND,10.05,2023-03-19,2023-03-19
1991-06-05,WILL5000IND,10,2023-03-19,2023-03-19
1991-06-06,WILL5000IND,9.96,2023-03-19,2023-03-19
1991-06-07,WILL5000IND,9.87,2023-03-19,2023-03-19
1991-06-10,WILL5000IND,9.85,2023-03-19,2023-03-19
1991-06-11,WILL5000IND,9.89,2023-03-19,2023-03-19
1991-06-12,WILL5000IND,9.79,2023-03-19,2023-03-19
1991-06-13,WILL5000IND,9.81,2023-03-19,2023-03-19
1991-06-14,WILL5000IND,9.92,2023-03-19,2023-03-19
1991-06-17,WILL5000IND,9.88,2023-03-19,2023-03-19
1991-06-18,WILL5000IND,9.84,2023-03-19,2023-03-19
1991-06-19,WILL5000IND,9.75,2023-03-19,2023-03-19
1991-06-20,WILL5000IND,9.75,2023-03-19,2023-03-19
1991-06-21,WILL5000IND,9.79,2023-03-19,2023-03-19
1991-06-24,WILL5000IND,9.62,2023-03-19,2023-03-19
1991-06-25,WILL5000IND,9.61,2023-03-19,2023-03-19
1991-06-26,WILL5000IND,9.62,2023-03-19,2023-03-19
1991-06-27,WILL5000IND,9.69,2023-03-19,2023-03-19
1991-06-28,WILL5000IND,9.63,2023-03-19,2023-03-19
1991-07-01,WILL5000IND,9.78,2023-03-19,2023-03-19
1991-07-02,WILL5000IND,9.77,2023-03-19,2023-03-19
1991-07-03,WILL5000IND,9.68,2023-03-19,2023-03-19
1991-07-05,WILL5000IND,9.69,2023-03-19,2023-03-19
1991-07-08,WILL5000IND,9.78,2023-03-19,2023-03-19
1991-07-09,WILL5000IND,9.77,2023-03-19,2023-03-19
1991-07-10,WILL5000IND,9.77,2023-03-19,2023-03-19
1991-07-11,WILL5000IND,9.8,2023-03-19,2023-03-19
1991-07-12,WILL5000IND,9.88,2023-03-19,2023-03-19
1991-07-15,WILL5000IND,9.94,2023-03-19,2023-03-19
1991-07-16,WILL5000IND,9.92,2023-03-19,2023-03-19
1991-07-17,WILL5000IND,9.92,2023-03-19,2023-03-19
1991-07-18,WILL5000IND,10.01,2023-03-19,2023-03-19
1991-07-19,WILL5000IND,9.99,2023-03-19,2023-03-19
1991-07-22,WILL5000IND,9.95,2023-03-19,2023-03-19
1991-07-23,WILL5000IND,9.87,2023-03-19,2023-03-19
1991-07-24,WILL5000IND,9.84,2023-03-19,2023-03-19
1991-07-25,WILL5000IND,9.9,2023-03-19,2023-03-19
1991-07-26,WILL5000IND,9.9,2023-03-19,2023-03-19
1991-07-29,WILL5000IND,9.95,2023-03-19,2023-03-19
1991-07-30,WILL5000IND,10.04,2023-03-19,2023-03-19
1991-07-31,WILL5000IND,10.08,2023-03-19,2023-03-19
1991-08-01,WILL5000IND,10.07,2023-03-19,2023-03-19
1991-08-02,WILL5000IND,10.08,2023-03-19,2023-03-19
1991-08-05,WILL5000IND,10.03,2023-03-19,2023-03-19
1991-08-06,WILL5000IND,10.15,2023-03-19,2023-03-19
1991-08-07,WILL5000IND,10.17,2023-03-19,2023-03-19
1991-08-08,WILL5000IND,10.15,2023-03-19,2023-03-19
1991-08-09,WILL5000IND,10.11,2023-03-19,2023-03-19
1991-08-12,WILL5000IND,10.13,2023-03-19,2023-03-19
1991-08-13,WILL5000IND,10.18,2023-03-19,2023-03-19
1991-08-14,WILL5000IND,10.2,2023-03-19,2023-03-19
1991-08-15,WILL5000IND,10.19,2023-03-19,2023-03-19
1991-08-16,WILL5000IND,10.11,2023-03-19,2023-03-19
1991-08-19,WILL5000IND,9.87,2023-03-19,2023-03-19
1991-08-20,WILL5000IND,9.94,2023-03-19,2023-03-19
1991-08-21,WILL5000IND,10.21,2023-03-19,2023-03-19
1991-08-22,WILL5000IND,10.24,2023-03-19,2023-03-19
1991-08-23,WILL5000IND,10.3,2023-03-19,2023-03-19
1991-08-26,WILL5000IND,10.3,2023-03-19,2023-03-19
1991-08-27,WILL5000IND,10.29,2023-03-19,2023-03-19
1991-08-28,WILL5000IND,10.37,2023-03-19,2023-03-19
1991-08-29,WILL5000IND,10.37,2023-03-19,2023-03-19
1991-08-30,WILL5000IND,10.36,2023-03-19,2023-03-19
1991-09-03,WILL5000IND,10.28,2023-03-19,2023-03-19
