date,series_id,value,realtime_start,realtime_end
2012-02-28,WILL5000IND,56.58,2023-03-19,2023-03-19
2012-02-29,WILL5000IND,56.28,2023-03-19,2023-03-19
2012-03-01,WILL5000IND,56.64,2023-03-19,2023-03-19
2012-03-02,WILL5000IND,56.4,2023-03-19,2023-03-19
2012-03-05,WILL5000IND,56.19,2023-03-19,2023-03-19
2012-03-06,WILL5000IND,55.29,2023-03-19,2023-03-19
2012-03-07,WILL5000IND,55.72,2023-03-19,2023-03-19
2012-03-08,WILL5000IND,56.29,2023-03-19,2023-03-19
2012-03-09,WILL5000IND,56.55,2023-03-19,2023-03-19
2012-03-12,WILL5000IND,56.53,2023-03-19,2023-03-19
2012-03-13,WILL5000IND,57.58,2023-03-19,2023-03-19
2012-03-14,WILL5000IND,57.45,2023-03-19,2023-03-19
2012-03-15,WILL5000IND,57.82,2023-03-19,2023-03-19
2012-03-16,WILL5000IND,57.87,2023-03-19,2023-03-19
2012-03-19,WILL5000IND,58.12,2023-03-19,2023-03-19
2012-03-20,WILL5000IND,57.9,2023-03-19,2023-03-19
2012-03-21,WILL5000IND,57.81,2023-03-19,2023-03-19
2012-03-22,WILL5000IND,57.37,2023-03-19,2023-03-19
2012-03-23,WILL5000IND,57.59,2023-03-19,2023-03-19
2012-03-26,WILL5000IND,58.4,2023-03-19,2023-03-19
2012-03-27,WILL5000IND,58.22,2023-03-19,2023-03-19
2012-03-28,WILL5000IND,57.94,2023-03-19,2023-03-19
2012-03-29,WILL5000IND,57.84,2023-03-19,2023-03-19
2012-03-30,WILL5000IND,58.02,2023-03-19,2023-03-19
2012-04-02,WILL5000IND,58.47,2023-03-19,2023-03-19
2012-04-03,WILL5000IND,58.27,2023-03-19,2023-03-19
2012-04-04,WILL5000IND,57.62,2023-03-19,2023-03-19
2012-04-05,WILL5000IND,57.59,2023-03-19,2023-03-19
2012-04-09,WILL5000IND,56.91,2023-03-19,2023-03-19
2012-04-10,WILL5000IND,55.87,2023-03-19,2023-03-19
2012-04-11,WILL5000IND,56.34,2023-03-19,2023-03-19
2012-04-12,WILL5000IND,57.15,2023-03-19,2023-03-19
2012-04-13,WILL5000IND,56.43,2023-03-19,2023-03-19
2012-04-16,WILL5000IND,56.41,2023-03-19,2023-03-19
2012-04-17,WILL5000IND,57.27,2023-03-19,2023-03-19
2012-04-18,WILL5000IND,57.03,2023-03-19,2023-03-19
2012-04-19,WILL5000IND,56.71,2023-03-19,2023-03-19
2012-04-20,WILL5000IND,56.8,2023-03-19,2023-03-19
2012-04-23,WILL5000IND,56.29,2023-03-19,2023-03-19
2012-04-24,WILL5000IND,56.49,2023-03-19,2023-03-19
2012-04-25,WILL5000IND,57.3,2023-03-19,2023-03-19
2012-04-26,WILL5000IND,57.69,2023-03-19,2023-03-19
2012-04-27,WILL5000IND,57.87,2023-03-19,2023-03-19
2012-04-30,WILL5000IND,57.61,2023-03-19,2023-03-19
2012-05-01,WILL5000IND,57.9,2023-03-19,2023-03-19
2012-05-02,WILL5000IND,57.8,2023-03-19,2023-03-19
2012-05-03,WILL5000IND,57.3,2023-03-19,2023-03-19
2012-05-04,WILL5000IND,56.38,2023-03-19,2023-03-19
2012-05-07,WILL5000IND,56.42,2023-03-19,2023-03-19
2012-05-08,WILL5000IND,56.21,2023-03-19,2023-03-19
2012-05-09,WILL5000IND,55.86,2023-03-19,2023-03-19
2012-05-10,WILL5000IND,56.01,2023-03-19,2023-03-19
2012-05-11,WILL5000IND,55.85,2023-03-19,2023-03-19
2012-05-14,WILL5000IND,55.21,2023-03-19,2023-03-19
2012-05-15,WILL5000IND,54.91,2023-03-19,2023-03-19
2012-05-16,WILL5000IND,54.67,2023-03-19,2023-03-19
2012-05-17,WILL5000IND,53.77,2023-03-19,2023-03-19
2012-05-18,WILL5000IND,53.33,2023-03-19,2023-03-19
2012-05-21,WILL5000IND,54.24,2023-03-19,2023-03-19
2012-05-22,WILL5000IND,54.25,2023-03-19,2023-03-19
2012-05-23,WILL5000IND,54.37,2023-03-19,2023-03-19
2012-05-24,WILL5000IND,54.46,2023-03-19,2023-03-19
2012-05-25,WILL5000IND,54.36,2023-03-19,2023-03-19
2012-05-29,WILL5000IND,55,2023-03-19,2023-03-19
2012-05-30,WILL5000IND,54.18,2023-03-19,2023-03-19
2012-05-31,WILL5000IND,54.07,2023-03-19,2023-03-19
2012-06-01,WILL5000IND,52.69,2023-03-19,2023-03-19
2012-06-04,WILL5000IND,52.65,2023-03-19,2023-03-19
2012-06-05,WILL5000IND,53.02,2023-03-19,2023-03-19
2012-06-06,WILL5000IND,54.25,2023-03-19,2023-03-19
2012-06-07,WILL5000IND,54.19,2023-03-19,2023-03-19
2012-06-08,WILL5000IND,54.65,2023-03-19,2023-03-19
2012-06-11,WILL5000IND,53.89,2023-03-19,2023-03-19
2012-06-12,WILL5000IND,54.51,2023-03-19,2023-03-19
2012-06-13,WILL5000IND,54.11,2023-03-19,2023-03-19
2012-06-14,WILL5000IND,54.69,2023-03-19,2023-03-19
2012-06-15,WILL5000IND,55.25,2023-03-19,2023-03-19
2012-06-18,WILL5000IND,55.36,2023-03-19,2023-03-19
2012-06-19,WILL5000IND,55.95,2023-03-19,2023-03-19
2012-06-20,WILL5000IND,55.86,2023-03-19,2023-03-19
2012-06-21,WILL5000IND,54.61,2023-03-19,2023-03-19
2012-06-22,WILL5000IND,55.01,2023-03-19,2023-03-19
2012-06-25,WILL5000IND,54.12,2023-03-19,2023-03-19
2012-06-26,WILL5000IND,54.39,2023-03-19,2023-03-19
2012-06-27,WILL5000IND,54.91,2023-03-19,2023-03-19
2012-06-28,WILL5000IND,54.82,2023-03-19,2023-03-19
2012-06-29,WILL5000IND,56.2,2023-03-19,2023-03-19
2012-07-02,WILL5000IND,56.4,2023-03-19,2023-03-19
2012-07-03,WILL5000IND,56.81,2023-03-19,2023-03-19
2012-07-05,WILL5000IND,56.59,2023-03-19,2023-03-19
2012-07-06,WILL5000IND,56.05,2023-03-19,2023-03-19
2012-07-09,WILL5000IND,55.95,2023-03-19,2023-03-19
2012-07-10,WILL5000IND,55.47,2023-03-19,2023-03-19
2012-07-11,WILL5000IND,55.44,2023-03-19,2023-03-19
2012-07-12,WILL5000IND,55.19,2023-03-19,2023-03-19
2012-07-13,WILL5000IND,56.08,2023-03-19,2023-03-19
2012-07-16,WILL5000IND,55.93,2023-03-19,2023-03-19
2012-07-17,WILL5000IND,56.32,2023-03-19,2023-03-19
2012-07-18,WILL5000IND,56.7,2023-03-19,2023-03-19
2012-07-19,WILL5000IND,56.82,2023-03-19,2023-03-19
2012-07-20,WILL5000IND,56.24,2023-03-19,2023-03-19
2012-07-23,WILL5000IND,55.71,2023-03-19,2023-03-19
2012-07-24,WILL5000IND,55.17,2023-03-19,2023-03-19
2012-07-25,WILL5000IND,55.17,2023-03-19,2023-03-19
2012-07-26,WILL5000IND,56.03,2023-03-19,2023-03-19
2012-07-27,WILL5000IND,57.11,2023-03-19,2023-03-19
2012-07-30,WILL5000IND,57.05,2023-03-19,2023-03-19
2012-07-31,WILL5000IND,56.79,2023-03-19,2023-03-19
2012-08-01,WILL5000IND,56.55,2023-03-19,2023-03-19
2012-08-02,WILL5000IND,56.15,2023-03-19,2023-03-19
2012-08-03,WILL5000IND,57.24,2023-03-19,2023-03-19
2012-08-06,WILL5000IND,57.4,2023-03-19,2023-03-19
2012-08-07,WILL5000IND,57.72,2023-03-19,2023-03-19
2012-08-08,WILL5000IND,57.76,2023-03-19,2023-03-19
2012-08-09,WILL5000IND,57.83,2023-03-19,2023-03-19
2012-08-10,WILL5000IND,57.94,2023-03-19,2023-03-19
2012-08-13,WILL5000IND,57.87,2023-03-19,2023-03-19
2012-08-14,WILL5000IND,57.85,2023-03-19,2023-03-19
2012-08-15,WILL5000IND,57.99,2023-03-19,2023-03-19
2012-08-16,WILL5000IND,58.43,2023-03-19,2023-03-19
2012-08-17,WILL5000IND,58.57,2023-03-19,2023-03-19
2012-08-20,WILL5000IND,58.55,2023-03-19,2023-03-19
2012-08-21,WILL5000IND,58.37,2023-03-19,2023-03-19
2012-08-22,WILL5000IND,58.37,2023-03-19,2023-03-19
2012-08-23,WILL5000IND,57.92,2023-03-19,2023-03-19
2012-08-24,WILL5000IND,58.27,2023-03-19,2023-03-19
2012-08-27,WILL5000IND,58.24,2023-03-19,2023-03-19
2012-08-28,WILL5000IND,58.24,2023-03-19,2023-03-19
2012-08-29,WILL5000IND,58.32,2023-03-19,2023-03-19
2012-08-30,WILL5000IND,57.86,2023-03-19,2023-03-19
2012-08-31,WILL5000IND,58.16,2023-03-19,2023-03-19
2012-09-04,WILL5000IND,58.19,2023-03-19,2023-03-19
2012-09-05,WILL5000IND,58.15,2023-03-19,2023-03-19
2012-09-06,WILL5000IND,59.34,2023-03-19,2023-03-19
2012-09-07,WILL5000IND,59.6,2023-03-19,2023-03-19
2012-09-10,WILL5000IND,59.26,2023-03-19,2023-03-19
2012-09-11,WILL5000IND,59.44,2023-03-19,2023-03-19
2012-09-12,WILL5000IND,59.6,2023-03-19,2023-03-19
2012-09-13,WILL5000IND,60.53,2023-03-19,2023-03-19
2012-09-14,WILL5000IND,60.83,2023-03-19,2023-03-19
2012-09-17,WILL5000IND,60.59,2023-03-19,2023-03-19
2012-09-18,WILL5000IND,60.49,2023-03-19,2023-03-19
2012-09-19,WILL5000IND,60.57,2023-03-19,2023-03-19
2012-09-20,WILL5000IND,60.48,2023-03-19,2023-03-19
2012-09-21,WILL5000IND,60.5,2023-03-19,2023-03-19
2012-09-24,WILL5000IND,60.34,2023-03-19,2023-03-19
2012-09-25,WILL5000IND,59.68,2023-03-19,2023-03-19
2012-09-26,WILL5000IND,59.35,2023-03-19,2023-03-19
2012-09-27,WILL5000IND,59.94,2023-03-19,2023-03-19
2012-09-28,WILL5000IND,59.66,2023-03-19,2023-03-19
2012-10-01,WILL5000IND,59.8,2023-03-19,2023-03-19
2012-10-02,WILL5000IND,59.86,2023-03-19,2023-03-19
2012-10-03,WILL5000IND,60.07,2023-03-19,2023-03-19
2012-10-04,WILL5000IND,60.5,2023-03-19,2023-03-19
2012-10-05,WILL5000IND,60.5,2023-03-19,2023-03-19
2012-10-08,WILL5000IND,60.28,2023-03-19,2023-03-19
2012-10-09,WILL5000IND,59.68,2023-03-19,2023-03-19
2012-10-10,WILL5000IND,59.34,2023-03-19,2023-03-19
2012-10-11,WILL5000IND,59.4,2023-03-19,2023-03-19
2012-10-12,WILL5000IND,59.19,2023-03-19,2023-03-19
2012-10-15,WILL5000IND,59.65,2023-03-19,2023-03-19
2012-10-16,WILL5000IND,60.24,2023-03-19,2023-03-19
2012-10-17,WILL5000IND,60.53,2023-03-19,2023-03-19
2012-10-18,WILL5000IND,60.38,2023-03-19,2023-03-19
2012-10-19,WILL5000IND,59.39,2023-03-19,2023-03-19
2012-10-22,WILL5000IND,59.39,2023-03-19,2023-03-19
2012-10-23,WILL5000IND,58.61,2023-03-19,2023-03-19
2012-10-24,WILL5000IND,58.44,2023-03-19,2023-03-19
2012-10-25,WILL5000IND,58.61,2023-03-19,2023-03-19
2012-10-26,WILL5000IND,58.54,2023-03-19,2023-03-19
2012-10-31,WILL5000IND,58.62,2023-03-19,2023-03-19
2012-11-01,WILL5000IND,59.3,2023-03-19,2023-03-19
2012-11-02,WILL5000IND,58.72,2023-03-19,2023-03-19
2012-11-05,WILL5000IND,58.87,2023-03-19,2023-03-19
2012-11-06,WILL5000IND,59.33,2023-03-19,2023-03-19
2012-11-07,WILL5000IND,57.98,2023-03-19,2023-03-19
2012-11-08,WILL5000IND,57.27,2023-03-19,2023-03-19
2012-11-09,WILL5000IND,57.36,2023-03-19,2023-03-19
2012-11-12,WILL5000IND,57.35,2023-03-19,2023-03-19
2012-11-13,WILL5000IND,57.13,2023-03-19,2023-03-19
2012-11-14,WILL5000IND,56.32,2023-03-19,2023-03-19
2012-11-15,WILL5000IND,56.21,2023-03-19,2023-03-19
2012-11-16,WILL5000IND,56.51,2023-03-19,2023-03-19
2012-11-19,WILL5000IND,57.63,2023-03-19,2023-03-19
2012-11-20,WILL5000IND,57.69,2023-03-19,2023-03-19
2012-11-21,WILL5000IND,57.85,2023-03-19,2023-03-19
2012-11-23,WILL5000IND,58.59,2023-03-19,2023-03-19
2012-11-26,WILL5000IND,58.5,2023-03-19,2023-03-19
2012-11-27,WILL5000IND,58.23,2023-03-19,2023-03-19
2012-11-28,WILL5000IND,58.69,2023-03-19,2023-03-19
2012-11-29,WILL5000IND,58.99,2023-03-19,2023-03-19
2012-11-30,WILL5000IND,59.01,2023-03-19,2023-03-19
2012-12-03,WILL5000IND,58.75,2023-03-19,2023-03-19
2012-12-04,WILL5000IND,58.66,2023-03-19,2023-03-19
2012-12-05,WILL5000IND,58.75,2023-03-19,2023-03-19
2012-12-06,WILL5000IND,58.96,2023-03-19,2023-03-19
2012-12-07,WILL5000IND,59.12,2023-03-19,2023-03-19
2012-12-10,WILL5000IND,59.18,2023-03-19,2023-03-19
2012-12-11,WILL5000IND,59.58,2023-03-19,2023-03-19
2012-12-12,WILL5000IND,59.58,2023-03-19,2023-03-19
2012-12-13,WILL5000IND,59.23,2023-03-19,2023-03-19
2012-12-14,WILL5000IND,59.01,2023-03-19,2023-03-19
2012-12-17,WILL5000IND,59.69,2023-03-19,2023-03-19
2012-12-18,WILL5000IND,60.39,2023-03-19,2023-03-19
2012-12-19,WILL5000IND,60.02,2023-03-19,2023-03-19
2012-12-20,WILL5000IND,60.36,2023-03-19,2023-03-19
2012-12-21,WILL5000IND,59.82,2023-03-19,2023-03-19
2012-12-24,WILL5000IND,59.68,2023-03-19,2023-03-19
2012-12-26,WILL5000IND,59.37,2023-03-19,2023-03-19
2012-12-27,WILL5000IND,59.32,2023-03-19,2023-03-19
2012-12-28,WILL5000IND,58.72,2023-03-19,2023-03-19
2012-12-31,WILL5000IND,59.72,2023-03-19,2023-03-19
2013-01-02,WILL5000IND,61.24,2023-03-19,2023-03-19
2013-01-03,WILL5000IND,61.16,2023-03-19,2023-03-19
2013-01-04,WILL5000IND,61.48,2023-03-19,2023-03-19
2013-01-07,WILL5000IND,61.3,2023-03-19,2023-03-19
2013-01-08,WILL5000IND,61.14,2023-03-19,2023-03-19
2013-01-09,WILL5000IND,61.33,2023-03-19,2023-03-19
2013-01-10,WILL5000IND,61.74,2023-03-19,2023-03-19
2013-01-11,WILL5000IND,61.75,2023-03-19,2023-03-19
2013-01-14,WILL5000IND,61.71,2023-03-19,2023-03-19
2013-01-15,WILL5000IND,61.82,2023-03-19,2023-03-19
2013-01-16,WILL5000IND,61.8,2023-03-19,2023-03-19
2013-01-17,WILL5000IND,62.17,2023-03-19,2023-03-19
2013-01-18,WILL5000IND,62.37,2023-03-19,2023-03-19
2013-01-22,WILL5000IND,62.68,2023-03-19,2023-03-19
2013-01-23,WILL5000IND,62.74,2023-03-19,2023-03-19
2013-01-24,WILL5000IND,62.77,2023-03-19,2023-03-19
2013-01-25,WILL5000IND,63.14,2023-03-19,2023-03-19
2013-01-28,WILL5000IND,63.04,2023-03-19,2023-03-19
2013-01-29,WILL5000IND,63.31,2023-03-19,2023-03-19
2013-01-30,WILL5000IND,63.04,2023-03-19,2023-03-19
2013-01-31,WILL5000IND,62.95,2023-03-19,2023-03-19
2013-02-01,WILL5000IND,63.58,2023-03-19,2023-03-19
2013-02-04,WILL5000IND,62.85,2023-03-19,2023-03-19
2013-02-05,WILL5000IND,63.5,2023-03-19,2023-03-19
2013-02-06,WILL5000IND,63.58,2023-03-19,2023-03-19
2013-02-07,WILL5000IND,63.48,2023-03-19,2023-03-19
2013-02-08,WILL5000IND,63.84,2023-03-19,2023-03-19
2013-02-11,WILL5000IND,63.8,2023-03-19,2023-03-19
2013-02-12,WILL5000IND,63.92,2023-03-19,2023-03-19
2013-02-13,WILL5000IND,64,2023-03-19,2023-03-19
2013-02-14,WILL5000IND,64.07,2023-03-19,2023-03-19
2013-02-15,WILL5000IND,64,2023-03-19,2023-03-19
2013-02-19,WILL5000IND,64.48,2023-03-19,2023-03-19
2013-02-20,WILL5000IND,63.63,2023-03-19,2023-03-19
2013-02-21,WILL5000IND,63.21,2023-03-19,2023-03-19
2013-02-22,WILL5000IND,63.79,2023-03-19,2023-03-19
2013-02-25,WILL5000IND,62.62,2023-03-19,2023-03-19
2013-02-26,WILL5000IND,63,2023-03-19,2023-03-19
2013-02-27,WILL5000IND,63.8,2023-03-19,2023-03-19
2013-02-28,WILL5000IND,63.77,2023-03-19,2023-03-19
2013-03-01,WILL5000IND,63.9,2023-03-19,2023-03-19
2013-03-04,WILL5000IND,64.18,2023-03-19,2023-03-19
2013-03-05,WILL5000IND,64.81,2023-03-19,2023-03-19
2013-03-06,WILL5000IND,64.91,2023-03-19,2023-03-19
2013-03-07,WILL5000IND,65.07,2023-03-19,2023-03-19
2013-03-08,WILL5000IND,65.39,2023-03-19,2023-03-19
2013-03-11,WILL5000IND,65.59,2023-03-19,2023-03-19
2013-03-12,WILL5000IND,65.43,2023-03-19,2023-03-19
2013-03-13,WILL5000IND,65.56,2023-03-19,2023-03-19
2013-03-14,WILL5000IND,65.95,2023-03-19,2023-03-19
2013-03-15,WILL5000IND,65.86,2023-03-19,2023-03-19
2013-03-18,WILL5000IND,65.51,2023-03-19,2023-03-19
2013-03-19,WILL5000IND,65.35,2023-03-19,2023-03-19
2013-03-20,WILL5000IND,65.81,2023-03-19,2023-03-19
2013-03-21,WILL5000IND,65.27,2023-03-19,2023-03-19
2013-03-22,WILL5000IND,65.69,2023-03-19,2023-03-19
2013-03-25,WILL5000IND,65.49,2023-03-19,2023-03-19
2013-03-26,WILL5000IND,65.98,2023-03-19,2023-03-19
2013-03-27,WILL5000IND,65.97,2023-03-19,2023-03-19
2013-03-28,WILL5000IND,66.23,2023-03-19,2023-03-19
2013-04-01,WILL5000IND,65.88,2023-03-19,2023-03-19
2013-04-02,WILL5000IND,66.11,2023-03-19,2023-03-19
2013-04-03,WILL5000IND,65.37,2023-03-19,2023-03-19
2013-04-04,WILL5000IND,65.67,2023-03-19,2023-03-19
2013-04-05,WILL5000IND,65.42,2023-03-19,2023-03-19
2013-04-08,WILL5000IND,65.87,2023-03-19,2023-03-19
2013-04-09,WILL5000IND,66.06,2023-03-19,2023-03-19
2013-04-10,WILL5000IND,66.9,2023-03-19,2023-03-19
2013-04-11,WILL5000IND,67.13,2023-03-19,2023-03-19
2013-04-12,WILL5000IND,66.94,2023-03-19,2023-03-19
2013-04-15,WILL5000IND,65.3,2023-03-19,2023-03-19
2013-04-16,WILL5000IND,66.25,2023-03-19,2023-03-19
2013-04-17,WILL5000IND,65.29,2023-03-19,2023-03-19
2013-04-18,WILL5000IND,64.86,2023-03-19,2023-03-19
2013-04-19,WILL5000IND,65.48,2023-03-19,2023-03-19
2013-04-22,WILL5000IND,65.77,2023-03-19,2023-03-19
2013-04-23,WILL5000IND,66.48,2023-03-19,2023-03-19
2013-04-24,WILL5000IND,66.53,2023-03-19,2023-03-19
2013-04-25,WILL5000IND,66.81,2023-03-19,2023-03-19
2013-04-26,WILL5000IND,66.69,2023-03-19,2023-03-19
2013-04-29,WILL5000IND,67.16,2023-03-19,2023-03-19
2013-04-30,WILL5000IND,67.39,2023-03-19,2023-03-19
2013-05-01,WILL5000IND,66.66,2023-03-19,2023-03-19
2013-05-02,WILL5000IND,67.31,2023-03-19,2023-03-19
2013-05-03,WILL5000IND,68.01,2023-03-19,2023-03-19
2013-05-06,WILL5000IND,68.17,2023-03-19,2023-03-19
2013-05-07,WILL5000IND,68.56,2023-03-19,2023-03-19
2013-05-08,WILL5000IND,68.87,2023-03-19,2023-03-19
2013-05-09,WILL5000IND,68.63,2023-03-19,2023-03-19
2013-05-10,WILL5000IND,68.97,2023-03-19,2023-03-19
2013-05-13,WILL5000IND,68.96,2023-03-19,2023-03-19
2013-05-14,WILL5000IND,69.68,2023-03-19,2023-03-19
2013-05-15,WILL5000IND,70.04,2023-03-19,2023-03-19
2013-05-16,WILL5000IND,69.7,2023-03-19,2023-03-19
2013-05-17,WILL5000IND,70.41,2023-03-19,2023-03-19
2013-05-20,WILL5000IND,70.39,2023-03-19,2023-03-19
2013-05-21,WILL5000IND,70.51,2023-03-19,2023-03-19
2013-05-22,WILL5000IND,69.84,2023-03-19,2023-03-19
2013-05-23,WILL5000IND,69.67,2023-03-19,2023-03-19
2013-05-24,WILL5000IND,69.62,2023-03-19,2023-03-19
2013-05-28,WILL5000IND,70.1,2023-03-19,2023-03-19
2013-05-29,WILL5000IND,69.58,2023-03-19,2023-03-19
2013-05-30,WILL5000IND,69.88,2023-03-19,2023-03-19
2013-05-31,WILL5000IND,68.94,2023-03-19,2023-03-19
2013-06-03,WILL5000IND,69.3,2023-03-19,2023-03-19
2013-06-04,WILL5000IND,68.91,2023-03-19,2023-03-19
2013-06-05,WILL5000IND,67.97,2023-03-19,2023-03-19
2013-06-06,WILL5000IND,68.59,2023-03-19,2023-03-19
2013-06-07,WILL5000IND,69.43,2023-03-19,2023-03-19
2013-06-10,WILL5000IND,69.45,2023-03-19,2023-03-19
2013-06-11,WILL5000IND,68.73,2023-03-19,2023-03-19
2013-06-12,WILL5000IND,68.16,2023-03-19,2023-03-19
2013-06-13,WILL5000IND,69.2,2023-03-19,2023-03-19
2013-06-14,WILL5000IND,68.8,2023-03-19,2023-03-19
2013-06-17,WILL5000IND,69.3,2023-03-19,2023-03-19
2013-06-18,WILL5000IND,69.86,2023-03-19,2023-03-19
2013-06-19,WILL5000IND,68.9,2023-03-19,2023-03-19
2013-06-20,WILL5000IND,67.17,2023-03-19,2023-03-19
2013-06-21,WILL5000IND,67.31,2023-03-19,2023-03-19
2013-06-24,WILL5000IND,66.5,2023-03-19,2023-03-19
2013-06-25,WILL5000IND,67.16,2023-03-19,2023-03-19
2013-06-26,WILL5000IND,67.78,2023-03-19,2023-03-19
2013-06-27,WILL5000IND,68.31,2023-03-19,2023-03-19
2013-06-28,WILL5000IND,68.06,2023-03-19,2023-03-19
2013-07-01,WILL5000IND,68.51,2023-03-19,2023-03-19
2013-07-02,WILL5000IND,68.49,2023-03-19,2023-03-19
2013-07-03,WILL5000IND,68.54,2023-03-19,2023-03-19
2013-07-05,WILL5000IND,69.25,2023-03-19,2023-03-19
2013-07-08,WILL5000IND,69.61,2023-03-19,2023-03-19
2013-07-09,WILL5000IND,70.14,2023-03-19,2023-03-19
2013-07-10,WILL5000IND,70.17,2023-03-19,2023-03-19
2013-07-11,WILL5000IND,71.12,2023-03-19,2023-03-19
2013-07-12,WILL5000IND,71.34,2023-03-19,2023-03-19
2013-07-15,WILL5000IND,71.48,2023-03-19,2023-03-19
2013-07-16,WILL5000IND,71.2,2023-03-19,2023-03-19
2013-07-17,WILL5000IND,71.42,2023-03-19,2023-03-19
2013-07-18,WILL5000IND,71.82,2023-03-19,2023-03-19
2013-07-19,WILL5000IND,71.9,2023-03-19,2023-03-19
2013-07-22,WILL5000IND,72.07,2023-03-19,2023-03-19
2013-07-23,WILL5000IND,71.96,2023-03-19,2023-03-19
2013-07-24,WILL5000IND,71.65,2023-03-19,2023-03-19
2013-07-25,WILL5000IND,71.92,2023-03-19,2023-03-19
2013-07-26,WILL5000IND,71.94,2023-03-19,2023-03-19
2013-07-29,WILL5000IND,71.67,2023-03-19,2023-03-19
2013-07-30,WILL5000IND,71.74,2023-03-19,2023-03-19
2013-07-31,WILL5000IND,71.76,2023-03-19,2023-03-19
2013-08-01,WILL5000IND,72.71,2023-03-19,2023-03-19
2013-08-02,WILL5000IND,72.8,2023-03-19,2023-03-19
2013-08-05,WILL5000IND,72.74,2023-03-19,2023-03-19
2013-08-06,WILL5000IND,72.27,2023-03-19,2023-03-19
2013-08-07,WILL5000IND,71.98,2023-03-19,2023-03-19
2013-08-08,WILL5000IND,72.29,2023-03-19,2023-03-19
2013-08-09,WILL5000IND,72.09,2023-03-19,2023-03-19
2013-08-12,WILL5000IND,72.06,2023-03-19,2023-03-19
2013-08-13,WILL5000IND,72.19,2023-03-19,2023-03-19
2013-08-14,WILL5000IND,71.85,2023-03-19,2023-03-19
2013-08-15,WILL5000IND,70.8,2023-03-19,2023-03-19
2013-08-16,WILL5000IND,70.57,2023-03-19,2023-03-19
2013-08-19,WILL5000IND,70.12,2023-03-19,2023-03-19
2013-08-20,WILL5000IND,70.5,2023-03-19,2023-03-19
2013-08-21,WILL5000IND,70.09,2023-03-19,2023-03-19
2013-08-22,WILL5000IND,70.73,2023-03-19,2023-03-19
2013-08-23,WILL5000IND,71.03,2023-03-19,2023-03-19
2013-08-26,WILL5000IND,70.79,2023-03-19,2023-03-19
2013-08-27,WILL5000IND,69.61,2023-03-19,2023-03-19
2013-08-28,WILL5000IND,69.81,2023-03-19,2023-03-19
2013-08-29,WILL5000IND,70.02,2023-03-19,2023-03-19
2013-08-30,WILL5000IND,69.69,2023-03-19,2023-03-19
2013-09-03,WILL5000IND,69.97,2023-03-19,2023-03-19
2013-09-04,WILL5000IND,70.55,2023-03-19,2023-03-19
2013-09-05,WILL5000IND,70.65,2023-03-19,2023-03-19
2013-09-06,WILL5000IND,70.7,2023-03-19,2023-03-19
2013-09-09,WILL5000IND,71.47,2023-03-19,2023-03-19
2013-09-10,WILL5000IND,72.01,2023-03-19,2023-03-19
2013-09-11,WILL5000IND,72.21,2023-03-19,2023-03-19
2013-09-12,WILL5000IND,71.97,2023-03-19,2023-03-19
2013-09-13,WILL5000IND,72.18,2023-03-19,2023-03-19
2013-09-16,WILL5000IND,72.54,2023-03-19,2023-03-19
2013-09-17,WILL5000IND,72.9,2023-03-19,2023-03-19
2013-09-18,WILL5000IND,73.76,2023-03-19,2023-03-19
2013-09-19,WILL5000IND,73.65,2023-03-19,2023-03-19
2013-09-20,WILL5000IND,73.13,2023-03-19,2023-03-19
2013-09-23,WILL5000IND,72.82,2023-03-19,2023-03-19
2013-09-24,WILL5000IND,72.69,2023-03-19,2023-03-19
2013-09-25,WILL5000IND,72.54,2023-03-19,2023-03-19
2013-09-26,WILL5000IND,72.84,2023-03-19,2023-03-19
2013-09-27,WILL5000IND,72.56,2023-03-19,2023-03-19
2013-09-30,WILL5000IND,72.17,2023-03-19,2023-03-19
2013-10-01,WILL5000IND,72.82,2023-03-19,2023-03-19
2013-10-02,WILL5000IND,72.76,2023-03-19,2023-03-19
2013-10-03,WILL5000IND,72.1,2023-03-19,2023-03-19
2013-10-04,WILL5000IND,72.61,2023-03-19,2023-03-19
2013-10-07,WILL5000IND,71.98,2023-03-19,2023-03-19
2013-10-08,WILL5000IND,71.05,2023-03-19,2023-03-19
2013-10-09,WILL5000IND,71.03,2023-03-19,2023-03-19
2013-10-10,WILL5000IND,72.61,2023-03-19,2023-03-19
2013-10-11,WILL5000IND,73.11,2023-03-19,2023-03-19
2013-10-14,WILL5000IND,73.42,2023-03-19,2023-03-19
2013-10-15,WILL5000IND,72.89,2023-03-19,2023-03-19
2013-10-16,WILL5000IND,73.89,2023-03-19,2023-03-19
2013-10-17,WILL5000IND,74.42,2023-03-19,2023-03-19
2013-10-18,WILL5000IND,74.93,2023-03-19,2023-03-19
2013-10-21,WILL5000IND,74.92,2023-03-19,2023-03-19
2013-10-22,WILL5000IND,75.32,2023-03-19,2023-03-19
2013-10-23,WILL5000IND,74.97,2023-03-19,2023-03-19
2013-10-24,WILL5000IND,75.24,2023-03-19,2023-03-19
2013-10-25,WILL5000IND,75.53,2023-03-19,2023-03-19
2013-10-28,WILL5000IND,75.6,2023-03-19,2023-03-19
2013-10-29,WILL5000IND,75.99,2023-03-19,2023-03-19
2013-10-30,WILL5000IND,75.55,2023-03-19,2023-03-19
2013-10-31,WILL5000IND,75.28,2023-03-19,2023-03-19
